review,sentiment
"This has to be one of the most beautiful, moving, thought provoking films around. It's good family entertainment and at the same time makes you think very hard about the issues involved. Every time I see the ""ghost of Zac riding the bike through the puddle at the end I can't help but cry my eyes out. John Thaw's performance is so touching and it is a shame he is no longer with us. Gone but not forgotten. A outstanding film. Full marks.",positive
"This show was so exhausting to watch and there's only two numbers Drowned World (Substitute For Love) and Paradise (Not For Me) were you can sit down and just contemplate it all. The opening of this show will go down in history as the most visually thrilling, as Madonna enters the stage via a gigantic Swarovski crystal ball that comes down from the ceiling and the huge screens from behind it show images of horses galloping. Horses play a role in this show due to Madonna falling off one. The infamous scene of Madonna on the crucifix is in this show as a huge screen counts to 12 million, the number of how many African children are orphaned due to Aids. At the end a website address comes up for anyone interested in donating. We then go into the theme of the environment and again images of politics and religion are shown. There's an interlude and then the show starts again to the music of I Love New York and Ray of Light this part of the show is one of my favorites with the dancers doing there funny hand movements. Towards the end there's the Music number with the song Disco Inferno mixed in with the song and the dancers make more of there presence known. The ending again is full of energy as the show wraps up to the tunes of Lucky Star and Hung Up and hundreds of golden balloons fall from the ceiling at the end the message ""Have you confessed?"" comes up. The DVD is worth buying and when it came out the soundtrack for the show was added as a bonus. Jonas Akerlund did a great job with the footage for this show keeping it consistent with the style of the tour.",positive
"I enjoyed the previous Ittenbach movie that I'd seen, ""Burning Moon"". But while that movie was rather grim and nasty, ""Premutos"" seems to mostly play it for laughs. While its admirable how Ittenbach made this movie with no money in his spare time (and the DVD documentary is worthwhile to see this), I found myself constantly battling not to fast-forward to the next gore scene. Sure, there's gore, and if that's all you want then go ahead and enjoy. But be warned: there's an inordinate amount of lame comedy and tedious story exposition. Many are comparing this to Peter Jackson's movies, especially ""Braindead"". But looking at what Jackson did on a similar budget in ""Bad Taste"", it's clear Ittenbach is lacking one thing that Jackson has - talent. 3/10 (for pretty good and plentiful gore effects, and for getting the most out of limited resources - but not worth the money I paid for it)",negative
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"Another attempt by modern Japanese directors to redefine the chambara genre. Successful, and not, in varying degrees.<br /><br />Buddhist monk has a vision that he is to slay a legendary (and very active) demon at the Gojoe bridge in order to attain enlightenment. While not at the forefront, Buddhist thought is at the heart of this movie, much like Kurosawa's ""Ran"". It probably what made the movie the most interesting to me although it's nowheres near ""Ran's"" league. <br /><br />Stylish visual direction and excellent photography keep the movie mostly interesting throughout the two hour and eighteen minute length. The lead actors are uniformly excellent. The music is really good. The two weaknesses are the story and the fight scenes. The movie drags in the middle which could have been fixed by some prudent editing. And the fight scenes are mostly filmed in blurry close-ups. This works for most of the film but the finale feels like a cheat. Another recent film like this is Tsui Hark's ""Seven Swords"", great film but the promised fight scenes are disappointing. Asano really doesn't move like a sword wielding demon, his acting is great but he would be an extra in a traditional chambara fight scene.<br /><br />Good movie, you'll probably find it interesting just don't expect traditional sword fights.",positive
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"i watch this film with horror in my heart because my mother also was a crack head like Michelle. i've been wondering where Michelle is now. there has been times where i had to find my mother in places i was scared to be but more scared to leave her there! to see Michelle act like that made me wonder where she was sleeping all that time?? i watched in hopes the it was never that bad for my mom! and what i want to know is... where did Matt and Tracy ""tear that ass up""?! worst scene for me was watching Tracy shoot up in an old navy dressing room!!!! u never who try clothes on before you and it looks like all of them except Michelle has aids!!!! where are they know 2008? can we get an update??????????",positive
"Moonwalker is probably not the film to watch if you're not a Michael Jackson fan. I'm a big fan and enjoyed the majority of the film, the ending wasn't fantastic but the first 50 or so minutes were - if you're a fan.<br /><br />I personally believe the first 50 minutes are re-watchable many times over. The dancing in each video is breathtaking, the music fantastic to listen to and the dialogue entertaining.<br /><br />It includes many of his finest videos from Bad and snippets from his earlier videos. It also includes some live concert footage.<br /><br />If you're a big fan of Michael Jackson this is a must, if you're not a fan/don't like Michael Jackson, steer well clear.<br /><br />9/10",positive
"As Americans, we have come to expect crapiness as ""par for the course"" when it comes to HORROR and unknown directors directing unknown actors acting for unknown writers. We truly expect this to suck & when they don't suck,it becomes an over night success.<br /><br />This is NOT an over night success, nor is it an over the weekend or over the month success. This blows from start to finish and my only recommendation is this: GO INTO THIS KNOWING IT SUCKS, enjoy it for what it is, for what it isn't & if you have something better to do, keep this on the back WAY BACK burner. It's entertaining in the way watching the elderly cross a busy street during rush hour, but don't expect much-they almost never get hit by an actual car, its just a lot of hoopla.",negative
"Trapped: buried alive brings us to a resort that has just opened, and is soon to close.<br /><br />We start with a guy in gear blowing up drifts, to avoid the possibility of avalanches. somehow, that doesn't make sense. anyways, he's about to blow away one particularly big one, when he notices the resort is open. despite his best efforts, higher authority tells him his day is over.<br /><br />soon, as everyone expects, an avalanche hits.<br /><br />Look, i'm not gonna reveal any more, all i can say is this was a B-movie designed for the family channel (which i just saw it on, and the fact it had no commercials proves it's a B-movie) anyways, it's a pretty decent film, but it's partially unreal.<br /><br />firsthand, when people are buried by ice and snow, they're buried. not just traced by powder. or, what about a CD for a screwdriver? it's not possible. and finally, what i can't stress enough, is that an explosion cannot stop a avalanche, guaranteed.<br /><br />furthermore, it's worth a rental or a TV viewing, but not owning. 7/10.<br /><br />The movie is rated PG, but maybe it should have received something a little more strong. a boy nearly loses his foot in an elevator, but his leg is cut around the ankle, a guy is toasted by electricity and diesel, and in the weight room, dead people are laying around.<br /><br />enjoy.",positive
"This movie surprised me. Some things were ""clicheish"" and some technological elements reminded me of the movie ""Enemy of the State"" starring Will Smith. But for the most part very entertaining- good mix with Jamie Foxx and comedian Mike Epps and the 2 wannabe thugs Julio and Ramundo (providing some comic relief). This is a movie you can watch over again-say... some Wednesday night when nothing else is on. I gave it a 9 for entertainment value.",positive
"Only Connery could bring that particular style with a line like that Fatima crashes into Bond's arms when she water-skis up to the super agent in Nassau and apologizes, 'Oh, how reckless of me. I made you all wet.' The super agent replies, 'Yes, but my martini is still dry.'<br /><br />Barbara Carrera makes a great villain, stealing the show as SPECTRE executioner Fatima Blush Fatima is number 12 in the SPECTRE chain of command, and is a gorgeous assassin who takes intense sensations of pleasure in killing <br /><br />Fatima assumes all the deadly characteristics of Fiona, proving to be one of Bond's toughest adversaries She is a victim of her vanity She's good at what she does, and wants the world to know it But her vanity is her downfall Using every possible approach to eliminate 007, Fatima is a wild and cunning woman who makes love to the man she is about to kill <br /><br />Austrian actor Klaus-María Brandauer (Largo) does not make a very formidable opponent for 007 Referred to as number one in the SPECTRE chain of command, Largo resides in the Bahamas, and travels aboard his super yacht, the Flying Saucer <br /><br />Max Von Sydow becomes the fourth actor to appear as SPECTRE chief Ernst Stavro Blofeld, once more plotting to put the world at ransom <br /><br />Kim Basinger takes the part once owned by the lovely French actress Claudine Auger She is Domino, the mistress of Largo, who soon falls deeply in love with her rescuer <br /><br />Black actor Bernie Casey becomes the sixth actor to play CIA agent Felix Leiter after Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, and David Hedison...<br /><br />Edward Fox portrays the new, unsympathetic 'M.' Pamela Salem is the third actress to play Miss Moneypenny. Lois Maxwell was the first and Barbara Bouchet was the second.<br /><br />Valerie Leon is the sexy lady in the Bahamas who fished 007 out of the blue water and saved his life by making love to him in her own room Valerie was the Sardinian hotel receptionist in 'The Spy Who loved Me' when Bond and Anya arrive seeking Stromberg<br /><br />Prunella Gee is Shrublands physical therapist Patricia Saskia Cohen Tanugi is Nicole, Bond's Secret Service contact in the South of France <br /><br />Gavan O'Herlihy is Jack Petachi, the U.S. Air Force communications officer who duplicates the President of the United States' 'eye print' and arms two cruise missiles with nuclear warheads <br /><br />Rowan Atkinson is the bumbling foreign officer Nigel Small-Fawcett; and Alec McCowen is Algernon, the armorer who provides 007 some formidable items <br /><br />If you like to see Connery playing a tense battle of wills, disguised as a masseur, attacked by robot-controlled sharks, giving away a considerable amount of money for a tango dance, thrown into a medieval dungeon, don't miss this second of only two ""unofficial"" James Bond films",positive
"Sarafina was a fun movie, and some of the songs were really great. Sarafina was very entertaining. I don't normally like music things like this, but the singing was not lame like it looked like on the box. The movie was useful for learning about history because it was an interesting perspective of the Soweto rioting of 1976. It showed you things from the perspective of the students in the rioting and showed you that they were real characters. Because you got to see them as real characters this makes you like them more as an audience, and makes you more sympathetic to them as totally the victims of the white government, who you can not sympathise with. The singing of the students is correct because we know from accounts that the students in the riot were singing and dancing before it became violent. The clothing of the students in Sarafina is very similar to the clothing shown in photos from Soweto. They made the movie actually in Soweto, which is why it looks very accurate in many parts. All these things make the film more accurate for someone using it to learn about aparthied. As viewers we must be critical of the way the history of Apartheid was presented. As I said before, you become sympathetic to the students - this makes it potentially less reliable and objective. Also, it changes some of the details from other accounts. In Sarafina it turns to chaos when the policeman comes into their classroom and shoots the students. The police and army were very aggressive at Soweto, but this is probably an exaggerated event. The police and army did shoot students, but there is not evidence of them going into schools and executing people like this. The fighting was more in the streets and had looting and crime. This is done in the movie probably to make you feel more sorry for the school students. The movie would have been more useful if it had some different information about aparthied. The teacher was arrested for being against the government, and the mum goes to work in a white persons house. But there is not any information about the government and why they were doing it or any details about the racist policies and laws. -By George S, Chris and Finlay",positive
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Alice, having defeated Freddy at the end of the last film, is now trying to re-adjust her life. But her unborn child is carrying a demonous presence- Freddy, trying to come out into their world again.<br /><br />It's interesting to note the directors who got their big breaks directing Freddy films- Charles Russell (Eraser, The Mask) Renny Harlin (The Long Kiss Goodnight, Cutthroat Island, Cliffhanger, Die Hard 2) and here Stephen Hopkins (Lost in Space, Predator 2.) But while Russell and Harlin made a good job of it, Hopkins IMO has made something of a podge with this entry, that should be quickly forgotten.<br /><br />The story is clearly being stretched as far as it can go here, with Freddy ludicrously a father himself and the ridiculous looking demon baby. Even at about an hour and a half, it all gets rather tiresome, and of course, not scary at all.<br /><br />The ""bon appetit, bitch"" catch-phrase is the only memorable point of this other wise very forgettable entry. *",negative
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (introducing a new kind of rebellious acting style that would carry over to the Brandos and Clifts and so on after the war) but all that sisterly affection is a bit suffocating. Priscilla Lane is a bright, engaging performer but the other sisters don't really register (though they're all allowed to be tart and witty) and I just had a hard time buying any of the other male characters besides Garfield. Jeffrey Lynn is a pleasant enough actor, but he lacks the movie star weight to match up with Garfield's hard luck Mickey Borden and that throws the film a bit out of whack. (Imagine a Jimmy Stewart or someone in the part.) Also, I was not convinced that Garfield would make the pivotal (to say the least) final decision that he made. The film needed another half hour of running time to better explain that action; it feels awfully rushed and under-motivated.<br /><br />Still, it's not hard to understand how anybody who grew up with this picture would remember it fondly. It falls short of being a classic, but it does contain a few classic moments. The two gate swinging scenes are pure movie magic.",positive
"This movie is not schlock, despite the lo fi production and its link to Troma productions. A dark fable for adults. Exploitation is a theme of Sugar Cookies, and one wonders if the cast has not fallen prey to said theme. A weird movie with enticing visuals: shadows and contrast are prominent. Definitely worth a look, especially from fans of Warhol and stylish decadence. Through all the cruelty and wickedness, a moral, albeit twisted, can be gleamed.",positive
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure. I vividly remember Ebert giving it one star and it was supposedly booed at Cannes.<br /><br />Apparently these people didn't understand the movie, which is not that hard to comprehend since it's very esoteric, dark, and layered in ways that still astound me. Reading through many of the reviews here I find (even after about 7-8 viewings over the years) many elements of the film I had previously glossed over. But even without understanding much the psychological underpinnings of the story, it's still a cracking suspenser...even if you just take the escalating paranoia and persecution that overtakes Polanski's title character like a tsunami wave over the course of it's two hour running time.<br /><br />Examining the source material --- an excellent novella by underrated novelist Roland Topor --- uncovers more intriguing layers. Polanski's Trekovsky is a milquetoast of the highest order. Though he seems at first to be yet another mild everyday soul, one gradually realizes he is one of those people who seems to aimlessly drift through life, letting it direct him. He seems to have few strong feelings about his likes and dislikes. He finds himself gently pushed this way and that, but never seems to get too bent out of shape regardless. This vague sort of wishy-washy-ness is more noticeable in the novel than the movie, but there are hints of it early in the film too.<br /><br />Making a play for the apartment of a woman, one Mademouiselle Choule, who is in the hospital recovering from a recent suicide attempt, appears to be the most daring thing he has attempted (even effectively haggling down the price of the deposit in the bargain). He soon finds, however, that he is paying for his ""good thing"" in more ways than he cares, as he finds himself in the center of maelstrom created by a building full of neurotic, control freaks who are hypersensitive to even the slightest sign of human life, such as a footstep in the night or a knock on the door.<br /><br />Instead of taking a stand though, Trelkovsky becomes increasingly alienated by the situation, and overtaken by paranoia and a sense of persecution. He becomes obsessed with Choule, imagining himself to be like her, dressing like her, etc. as his own personality rapidly begins to be wiped away by his own insanity.<br /><br />If anyone has ever doubted Polanski's fearlessness as an artist, they'd be well-advised to see this film. His trademark black humor is prominently (and sometimes embarrassingly) on display here and --- god bless him --- he makes himself the butt of it. It's a tour de force performance in one of the richest, riskiest, most Gothic horror movies ever made. That more people haven't seen it is a true crime.",positive
"Okay, I am a fan of the Nightmare series and everyone says on here that this is the worst! But it's NOT!!! Haven't's you seen Freddy's Revenge??? WTF! That was the worst of all!!! Now this movie is pretty decent and it sticks to the Freddy story and it's cool that he had a daughter etc. etc.<br /><br />And then I found out it was in 3-D!!! I was so excited, I remember when I saw it on the DVD box set I instantly skipped to the 3-D sequences. Quite a lot was in 3-D though like Lisa Zanes hand, Dream Demons, Freddy's Claw (more than once), Lezlie Dean holding a knife, Lisa Zane with a Baseball Bat, Doc's hand, Freddy's head exploding.<br /><br />I truly loved this movie because it was in 3-D, but I wish the whole movie was in 3-D not just the last 15 minutes.<br /><br />By the Way it's 15 minutes NOT TEN!!!!!!!!!!!!!!!!",positive
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me <br /><br />Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same <br /><br />Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false <br /><br />Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . <br /><br />Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",negative
"This takes place in 1920s Harlem. A black owned nightclub has to deal with gangsters and corrupt policemen.<br /><br />Terrible vanity project for Eddie Murphy. It tries to mix comedy and drama and fails at both. The comedy simply isn't funny and the drama is boring and badly acted. You think a film with three comedy legends--Eddie Murphy, Redd Foxx and Richard Pryor--would be great but it isn't. There's nonstop swearing and the OPENING scene has a young boy shooting a man to death (this is shown as being OK). Also we have the beautiful Della Reese degraded into playing a madam. One of the ""comedic"" highlights has a long, unfunny and terribly vicious fight between her and Murphy. A boring, offensive and stupid mess. Not the worst Murphy movie but pretty close. A 1 all the way.",negative
"I know it's not original, but what the hey? What else can be said about it? I feel unutterably silly just paying any attention at all to ""From Hell It Came"". The movie makes the important political and social issue of fallout from atmospheric atomic tests seem a matter for joking and dismissal, not the concern and alarm being raised by scientists all over the world at the time.",negative
"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile. No T&A. No great jokes except for the one-liners we've all heard a million times by now.<br /><br />I recently bought the DVD in hopes that it would be the gem I remembered it being. Well, I was WAY off! The soundtrack had only 2-3 widely-recognizable hits (not the smash compilation others had mentioned) and the frequent voice-overs were terrible. The only thing that was interesting, to me, was predicting what the character's lines were before they said them. Yep, I watched this movie that much back then! <br /><br />The only reason I am writing this review is to give my two cents on why this movie should be forgotten, sorry to say. :(",negative
"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",positive
This movie was a fascinating look at creole culture and society that few African Americans are aware. My own two children are by products of a paternal grandmother whose father was a member of the gens de couleur libre and a black skin woman whose parents were ex-slaves. He married outside of and against his culture and was cut off from all of his family except for one sister who took pity on her brothers plight; raising 8 children during the great depression of 1929; providing the family with food whenever she could. Of course she clandestinely aided this family fearing for her own ex-communication. My daughter was fascinated by the movie. We have made it a part of our library.,positive
"Let me say this about Edward D. Wood Jr. He had a passion for his work that I wish more people did have. If we all had the optimism and the commanding hope of Ed Wood, the world would probably be a much better place. Being familiar with Ed Wood's story and having seen the most wonderful biopic ""Ed Wood"" (1994) several times, I admire his boldness and his strives for the job he loved; I still admire his never-say-die attitude. He had a love for directing that I wish more people in modern-day Hollywood had.<br /><br />But that doesn't make his movies any more fun to watch. And ""Glen or Glenda,"" his first and most confessional film, is probably his very worst.<br /><br />""Glen or Glenda"" is a deadening cult movie about a cross-dresser named Glen (played by director/writer Ed Wood himself) who despite his love for his fiancée Barbara (Dolores Fuller), cannot seem to conquer his lust for transvestitism, in which he dresses in women's clothing and a wig and thus becomes...Glenda! Glen/Glenda's story is narrated by a doctor and he too is talked and watched over by a mysterious character called ""The Scientist"" played by veteran horror star Bela Lugosi. Oh, and there's also some sub-story about an Alan/Anne character who becomes a transsexual based on the Christine Jorgenson story, upon whom this movie originally titled ""I Changed My Sex!"" was previously to be based.<br /><br />Have I dropped your jaw yet? Well, as much as I want to warn you off this picture if you've never seen it, I would never tell a lie about a movie and there is not one word of falsehood in that plot synopsis I just gave you. Every thing in it is true. This is a movie about cross-dressers and transsexuals, a topic that does not sound very appealing to begin with and is not done in a very appealing manner. I'm sure that with a good screenplay, and a good director (it had neither) that ""Glen or Glenda,"" despite the subject matter, could have been a very moving picture. It is a confessional movie on Wood's part, as he was a transvestite in real life as well as on screen. But once again, that does not make it a good movie...or a watchable one for that matter. ""Glen or Glenda"" is a jumbled, disorganized mess of a movie that sinks into new trenches in the realm of bad cinema. It makes no more sense than does its notoriously silly scene where Bela Lugosi screams ""Pull the string!"" over inexplicable footage of stampeding bison. The majority of the movie is narrated in a monotonous voice, reminding me of some very bad short informative films I've seen before. It's like one of those really bad short films expanded into a seventy-minute feature and twice as dull. We sit there for ages waiting for the plot that never comes. There is no real attempt to even build energy with the camera being locked down in one position for many grueling minutes and long stretches of time where nothing at all happens. The only moments that are worth anybody's time are those of Bela Lugosi who manages to bring some light into these dark trenches. I guess Lugosi is supposed to be like the deity of the film, but personally, I couldn't care less who or what he's supposed to be. I'll tell you what he was: A gifted actor who wound up making trash. But he and Wood were very good friends and liked working with each other, so good for him.<br /><br />I will always admire Edward D. Wood Jr. for his passion for the cinema, but I will never as long as I live admire his movies. A film critic once called Ed Wood's movies ""innocent fun"" but I think even that is questionable. Innocent? Yes. Fun? No, sir. And if ""Citizen Kane"" is the Mount Everest of the cinematic world, then ""Glen or Glenda"" is probably the Mariana Trench.",negative
"Viva Variety was a unique hybrid program that was both a parody of and a tribute to the programs it represented. <br /><br />It was most directly a mock up of the classic 1970s favorite, ""The Sonny & Cher Show,"" With Thomas Lennon and Kerri Kenney playing a divorced show biz couple who were somehow forced to host this program together, the female of the pair towering over the male, and the constant barrage of ""insult humor"" the couple tossed at each other, plus sketch comedy bits and performances from what are most kindly described as ""specialty"" acts! <br /><br />The ""hybrid"" was the mix of fact and fantasy. Of course, there was no ""Mr. and Former Mrs. Laupin,"" and the program's announcer, Johnny Bluejeans, was likewise equally fictional. But all the acts that performed were certainly real, and some were even entertaining! But there were also some acts that would have clearly been better suited for the old Chuck Barris ""Gong Show."" <br /><br />The show itself was really more like an extended sketch from ""SCTV"" (it was borne from the MTV series, ""The State,"" after all), and some would suggest that it would have been better as a five minute bit in the mix of a program like that one, rather than a stand alone series. But ""Viva Variety"" certainly should get high marks for original concepts, and even though it was often more odd than funny, it was certainly worthwhile, especially when they road tripped to Las Vegas and brought in even glitzier acts to perform. It's unlikely we'll ever see anything like this on television again.",positive
"Back in 1994, I had a really lengthy vacation around the Fourth of July - something like 17 days off in a row what with two weeks paid vacation, weekends and the holiday itself. I stayed in town during that time, hanging out at my parents' house a lot.<br /><br />I didn't have a TV in my apartment so I used to watch my parents' tube. I had just finished watching a segment of the X Files when a program came on called Personal FX. I was hooked instantly. I had always been fascinated with items in our home that had come from my parents' family homes and through inheritances from relatives' estates, and often wondered about their history, value, etc.<br /><br />After my long vacation, I used to go to my folks' house on my lunch-hours just to catch Personal FX.<br /><br />I can remember one episode during which co-host Claire Carter announced that the New York apartment in which the series was filmed was being renovated and that once said renovations were complete that Personl FX would return to the air.<br /><br />It never did! Personal FX was the first -and best - of the collectible shows. And it vanished from the air! Almost fifteen years later, I'm still sore.<br /><br />Way to go, FX.",positive
"I saw this movie in Blockbuster and thought it might be a good Sunday evening movie when there is nothing else to do. So I bought it used, 3 DVDs for $25. Although it was cheap, my money would have been better spent on a nail to drive through my foot.<br /><br />The film started out nicely. Kinda Dark and mysterious. I was always enthralled with vampire and samurai movies as a kid. I thought the combo would be really cool. The first fight scene was pretty cool. I was excited for the rest of the movie. Then the movie took a serious nose dive.<br /><br />I understand that this was a big hit in the east. I guess because of the twins. I don't see it though. This movie, aside from the first 10 minutes, was absolutely horrible. So many movies in this genre have the potential to be great, and blow it terribly. This is just another casualty.<br /><br />Jacki Chan's role in this film doesn't make any sense at all. Whyyyyyyyy? Complete silliness. He probably made a few bucks off it though.<br /><br />The only cool thing in this movie are the swords they use. Nice idea.<br /><br />I wouldn't recommend this movie to anyone.",negative
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.",positive
